Song ID,Song,Original Artist,Original Year,Track ID,Artist ID,Artist Name,Cover Genre,Popularity,Cover Date,Cover Genre Simplified
2768,Eleanor Rigby,The Beatles,1966,TRLUDSN128F42999FA,AR4SKVR1187FB3E1F4,Stanley Jordan,['jazz guitar'],25,1985,{'jazz'}
2768,Eleanor Rigby,The Beatles,1966,TRBVBQK128F429991D,ARKDRAY1187B98AFD5,The Jazz Crusaders,"['jazz funk', 'soul jazz']",22,1968,"{'funk', 'soul', 'jazz'}"
2768,Eleanor Rigby,The Beatles,1966,TRREXTV128F14A3A72,ARQXAUH1187B9BA010,Bobbie Gentry,,39,1968,[]
2768,Eleanor Rigby,The Beatles,1966,TRZDRQA128F423F8D0,AR590TC1187B99A32C,Joe Torres,,17,1967,[]
2768,Eleanor Rigby,The Beatles,1966,TRMEPUC128F146E850,ARKEYYW1187FB563EF,Bobby Taylor,['motown'],20,1969,{'motown'}
2768,Eleanor Rigby,The Beatles,1966,TRQWNDH12903CCD0C2,AR9HQ6Y1187FB3C2CB,Orlando Pops Orchestra and Andrew Lane,,0,2021,[]
2768,Eleanor Rigby,The Beatles,1966,TRHAWEG12903CE0FB1,AR54QRH1187B98E87B,Mark Murphy,['vocal jazz'],24,1999,{'jazz'}
2768,Eleanor Rigby,The Beatles,1966,TRONIVW128F931BBC7,ARN380K1187FB3791C,Joshua Redman,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz saxophone', 'straight-ahead jazz']",39,1998,{'jazz'}
2768,Eleanor Rigby,The Beatles,1966,TRLFORO12903CE3EF7,ARUH8GA1187B9B34D4,Frankie Valli,"['adult standards', 'bubblegum pop', 'lounge', 'rock-and-roll']",60,1968,"{'adult standards', 'pop', 'rock'}"
2768,Eleanor Rigby,The Beatles,1966,TRSVFXI128F92F1349,AR7Y2NP1187FB5C0B8,Zachary Breaux,"['jazz guitar', 'smooth jazz']",19,1995,{'jazz'}
9782,Rollin' & Tumblin',Eric Clapton,1992,TROQNER128F92DC536,AR0WAW61187B98B7D7,Doug MacLeod,"['acoustic blues', 'blues']",24,1994,{'blues'}
71078,If I Was Your Girlfriend,Prince,1987,TRAKIVZ128F4288290,ARZSKZU1187FB4CE1E,TLC,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",66,1994,"{'girl group', 'pop', 'r&b', 'dance', 'hip hop'}"
6731,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,1968,TRELFAC128F14994DD,AR6Y22I1187B9AF690,George Benson,"['jazz funk', 'jazz guitar', 'smooth jazz', 'soul jazz', 'yacht rock']",61,1968,"{'funk', 'soul', 'rock', 'jazz'}"
29826,Respectable,The Yardbirds,1965,TRJENQH128E078E00F,ARGT1EZ1187B9A3F7B,The Fourmost,"['beatlesque', 'british invasion', 'merseybeat']",17,2005,{'british'}
98375,Getting To Know You,Lawrence Welk,1987,TRRFEGU128F9335471,AREUZEN1187FB48155,Kitty Margolis,,1,1997,[]
62665,Ornithology,Bud Powell,1952,TRZDYMP128F1457F33,ARSEOQC1187B9BA087,Biréli Lagrène,"['french jazz', 'gypsy jazz', 'jazz guitar']",36,1986,{'jazz'}
1388,My Boyfriend's Back (Originally By: The Angels),Martha Reeves & The Vandellas,1963,TRWBBBQ128F931455E,ARI0EWU1187FB3F1C8,Bracket,"['azontobeats', 'nigerian hip hop', 'nigerian pop']",40,2001,"{'pop', 'hip hop'}"
1388,My Boyfriend's Back (Originally By: The Angels),Martha Reeves & The Vandellas,1963,TRWFPQS128F9331D4D,ARBWX4K1187B9B0BFE,The Raveonettes,"['dance-punk', 'danish alternative rock', 'danish rock', 'garage rock', 'modern dream pop']",39,2005,"{'dance', 'pop', 'rock', 'punk'}"
1388,My Boyfriend's Back (Originally By: The Angels),Martha Reeves & The Vandellas,1963,TRXGJBN128F92D3FCB,ARC3EZO1187B9B9314,Angels,"['pop punk', 'socal pop punk']",53,1986,"{'pop', 'punk'}"
1388,My Boyfriend's Back (Originally By: The Angels),Martha Reeves & The Vandellas,1963,TRVJJDU128F148529D,ARNUFGE1187B9B7881,THE CHIFFONS,"['brill building pop', 'classic girl group', 'doo-wop', 'rock-and-roll']",46,0,"{'doo-wop', 'girl group', 'pop', 'rock'}"
12992,I Can See Clearly Now,,0,TRZGDDO128F14AB32F,AROISHY1187FB38884,Marie Osmond,"['bubblegum pop', 'classic country pop']",38,0,"{'pop', 'country'}"
12992,I Can See Clearly Now,,0,TRFEBIA128F1458106,ARKLKPE1187FB521B3,Holly Cole,['contemporary vocal jazz'],26,1993,{'jazz'}
12992,I Can See Clearly Now,,0,TRJXJPV128F1482BC7,ARMA4H21187B9A5F4E,Hothouse Flowers,['irish rock'],35,1988,{'rock'}
94741,Master Killer (originally by Merauder),Merauder,1995,TRQBDHJ12903D01AEF,ARRL7MQ1187B98DDB7,God Forbid,"['melodic metalcore', 'melodic thrash', 'metalcore', 'new jersey hardcore', 'nu metal']",25,0,{'metal'}
18312,Louisiana Blues,,0,TRIYVYA128F9300515,AR4GUPS1187FB3E415,John Jackson,,33,1999,[]
18312,Louisiana Blues,,0,TROKGEJ128F92F40F5,ARSMRIN1187B9AB35A,Paul Rogers,,19,0,[]
77263,2-4-6-8 Motorway,Tom Robinson Band,2003,TRRNUSI128F4269051,AR8B9NW1187B9ADA32,THE TOM ROBINSON BAND,"['glam rock', 'pub rock']",32,0,{'rock'}
77263,2-4-6-8 Motorway,Tom Robinson Band,2003,TRCESPC128F92D18E1,ARVTJAP1187FB4AA75,Showaddywaddy,['glam rock'],37,2011,{'rock'}
19083,Ocean,George Strait,1987,TRRLYID128F935DDE6,ARFDP401187B9A1043,Eleventh Dream Day,"['alternative pop', 'gbvfi', 'jangle pop']",9,0,{'pop'}
111447,C'Est Ma Vie (Júrame),,0,TRLDTTZ128F4297960,ARM6T8I1187FB36CC8,Luis Miguel,"['bolero', 'latin pop']",79,0,{'pop'}
49595,When You Tell Me That You Love Me,,0,TRWLLOG128F425A988,AR5YRCN1187B98E3C8,Westlife,['boy band'],67,2005,{'boy band'}
39959,Detour,soho,2017,TRNLWXZ12903CE0687,AR8IS591187B9981AE,Elton Britt,"['traditional country', 'western swing']",34,1997,{'country'}
39959,Detour,soho,2017,TRJRUYG128F4267EC4,AR77GI01187FB4D21A,Willie Nelson and Leon Russell,"['classic country pop', 'classic texas country', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter']",67,0,"{'pop', 'country', 'rock', 'singer-songwriter'}"
39959,Detour,soho,2017,TRXFDHB128F92F9040,AR2DKN01187FB3AA39,Wesley Tuttle,,1,0,[]
73402,Pavane For A Dead Princess,Edward Cullen,2010,TRQYYYY128F92F31F1,ARDIKTV11F43A69FA4,Deodato,"['bossa nova jazz', 'brazilian jazz', 'jazz funk']",37,1974,"{'funk', 'jazz'}"
73402,Pavane For A Dead Princess,Edward Cullen,2010,TRWVUOU128F932810C,ARIVERL1187B9B9B23,George Williams,,1,0,[]
73402,Pavane For A Dead Princess,Edward Cullen,2010,TRXLGIV12903CC0329,ARFOMBD1187FB4CD21,NNENNA FREELON,"['contemporary vocal jazz', 'vocal jazz']",26,0,{'jazz'}
33299,It's a Sin To Tell a Lie,,0,TRHFBAJ128F92EEEEC,AR3ZQLW1187B992D15,Steve Goodman,"['american folk revival', 'country rock', 'folk', 'singer-songwriter']",26,0,"{'country', 'rock', 'folk', 'singer-songwriter'}"
2275,Remember Tomorrow,Iron Maiden,1980,TREYPVD128F4257CB9,ARHXK5N1187B98F942,Opeth,"['alternative metal', 'metal', 'progressive death metal', 'progressive metal', 'swedish metal', 'swedish progressive metal']",54,1994,{'metal'}
53207,Anywhere I Lay My Head,Tom Waits,1985,TRIZFBD128F422B17D,AREMGDO1187FB5C4A2,Scarlett Johansson,"['hollywood', 'nyc pop']",53,2008,"{'pop', 'hollywood'}"
53207,Anywhere I Lay My Head,Tom Waits,1985,TRSWUBO12903CEAD0E,ARGOGOZ1187B9AEAC6,BOMB THE MUSIC INDUSTRY,['folk punk'],33,0,"{'folk', 'punk'}"
75181,Woman From Tokyo ,Deep Purple,1980,TRDFLZI128F92D158C,AR5DS4D1187FB47510,Gillan,,19,1998,[]
43060,Un-Break My Heart,Toni Braxton,1996,TRFSRYI128F428F98B,ARVE27Q1187B9B740A,James Galway,['classical flute'],40,0,{'classical'}
72301,Keep On Smilin' (LP Version),Wet Willie,1974,TRNZIFA128E0785508,AR06W2H1187FB5BA09,Neal McCoy,"['country', 'country road']",44,0,{'country'}
53810,Here You Come Again,Dolly Parton,1977,TRCMTFR12903CEB6A2,AR0RCMP1187FB3F427,Billie Jo Spears,['classic country pop'],37,2005,"{'pop', 'country'}"
53810,Here You Come Again,Dolly Parton,1977,TROWCHA128F9328F6A,AR4Z9AW1187FB5B56F,Millie Jackson,"['quiet storm', 'soul blues', 'southern soul']",35,1978,"{'soul', 'blues'}"
17395,One Of Us,ABBA,1981,TRHTAXB128F425E97D,ARXIW6D1187FB595F9,Kristiina Brask,"['finnish dance pop', 'finnish pop', 'iskelma']",24,0,"{'dance', 'pop'}"
62352,Up On The Roof,James Taylor,1993,TRUIVOU128F425C105,AR423PZ1187FB384B2,Tuck & Patti,,25,2004,[]
62352,Up On The Roof,James Taylor,1993,TRUGAFR128F4260A22,AR4NSYN1187FB59EEA,Dawn,,47,1970,[]
62352,Up On The Roof,James Taylor,1993,TRPOVLG128F426BA13,ARLZM8F1187B99F4D8,Cryan' Shames,['sunshine pop'],12,1992,{'pop'}
62352,Up On The Roof,James Taylor,1993,TRAMNUT128F14B07A9,ARRVGAX1187FB4D745,Little Eva,"['brill building pop', 'doo-wop', 'rock-and-roll']",42,0,"{'doo-wop', 'pop', 'rock'}"
62352,Up On The Roof,James Taylor,1993,TRAFFCX128E0783E62,ARITVH41187B9A5FE4,Peter Cincotti,"['contemporary vocal jazz', 'vocal jazz']",43,2004,{'jazz'}
62352,Up On The Roof,James Taylor,1993,TRGIYEE128F930AE3C,ARVGBDX11F4C83B362,Drifters,"['adult standards', 'doo-wop', 'rock-and-roll', 'rockabilly', 'soul']",56,1982,"{'doo-wop', 'adult standards', 'soul', 'rock'}"
62352,Up On The Roof,James Taylor,1993,TRKPYIG128F932E9DA,ARDRK4S1187B999CBC,Billy Joe Royal,"['bubblegum pop', 'classic garage rock', 'merseybeat']",28,1993,"{'pop', 'rock'}"
115603,Could It Be Magic,Barry Manilow,1973,TRBJDDQ128F92F291C,ARVU2XO1187B9893DB,Donna Summer,"['disco', 'hi-nrg', 'new wave pop', 'soft rock']",60,1976,"{'pop', 'rock', 'disco'}"
115603,Could It Be Magic,Barry Manilow,1973,TRHUBLX128F4258E0F,ARYF4QJ1187FB42B55,Pandora,['ambient lo-fi'],57,1992,{'other'}
115603,Could It Be Magic,Barry Manilow,1973,TRIZHSW128F425A1EC,AR3MMZH1187B9B55D0,Take That,"['boy band', 'europop', 'talent show']",62,1992,"{'pop', 'talent show', 'boy band'}"
5633,I Wish You Would,,0,TRDLGMF128F92CA462,AREOGMA1187B9908EF,Hot Tuna,"['blues rock', 'country rock', 'electric blues', 'jam band', 'psychedelic rock', 'roots rock']",30,1976,"{'country', 'rock', 'blues'}"
5633,I Wish You Would,,0,TREZOKB128F932C814,AR49F631187B98BFA6,Billy Boy Arnold,['harmonica blues'],23,1975,{'blues'}
88539,Marie (Album Version),,0,TRTMIDY128F92EC523,AR13BOC1187FB403B9,Tommy Dorsey,"['adult standards', 'big band', 'dixieland', 'easy listening', 'jazz trombone', 'swing', 'tin pan alley', 'vintage jazz']",47,1925,"{'adult standards', 'jazz', 'easy listening'}"
88539,Marie (Album Version),,0,TRCUMBE128EF34A4C0,AR0XFXQ1187B98C49F,The Bachelors,['british invasion'],31,1965,{'british'}
14389,After Midnight,Eric Clapton,1970,TRGKXSG128F428ABF0,AR8D4EJ1187FB425D9,Merl Saunders,['jam band'],25,1992,{'other'}
72316,Hackensack,Thelonious Monk,1954,TRYTDAO128F1498547,AR6D5AS1187B98CD01,Chick Corea Akoustic Band,"['contemporary post-bop', 'jazz fusion']",14,0,{'jazz'}
72316,Hackensack,Thelonious Monk,1954,TRTJWXX128F92DD272,AR9PLH11187FB58A87,Thelonius Monk,"['bebop', 'contemporary post-bop', 'jazz', 'jazz piano', 'jazz trio']",50,0,{'jazz'}
867,Proud Mary,Creedence Clearwater Revival,1969,TRDIACF12903CBCC49,AR6681Y1187FB39B02,Ike And Tina Turner,"['classic soul', 'disco', 'rock-and-roll', 'soul', 'southern soul']",49,1970,"{'soul', 'rock', 'disco'}"
867,Proud Mary,Creedence Clearwater Revival,1969,TRPDTMW128F14904BB,AROE1RO1187FB3DD1D,Brotherhood Of Man,"['bubblegum pop', 'classic uk pop']",36,0,{'pop'}
867,Proud Mary,Creedence Clearwater Revival,1969,TREKPRX12903CC3D0B,ARSC6Q91187B9899DA,Prozak For Lovers,,3,2001,[]
867,Proud Mary,Creedence Clearwater Revival,1969,TRTACRQ12903CE94D1,AR6001N1187B9A8632,Tina Turner,['soft rock'],67,1970,{'rock'}
867,Proud Mary,Creedence Clearwater Revival,1969,TRQFVSX128F9343A48,ARE0OI31187FB3DCA2,Leningrad Cowboys,,26,0,[]
22782,Wake Up Everybody,Harold Melvin & The Blue Notes,1975,TRWXPKQ128F92F35D9,ARO0QD41187FB3AB0A,Keb' Mo',"['acoustic blues', 'blues', 'country blues', 'electric blues', 'modern blues', 'piedmont blues', 'traditional blues']",47,2004,"{'country', 'blues'}"
22782,Wake Up Everybody,Harold Melvin & The Blue Notes,1975,TRFJZHJ128F9344BE3,ARJQKY91187FB40E98,Thelma Houston,"['disco', 'diva house', 'motown', 'post-disco']",42,0,"{'disco', 'house', 'motown'}"
4806,My Romance,,0,TRHBWKL128F92E802B,ARVV4GR1187B9AA383,Joni James,['deep adult standards'],21,1953,{'adult standards'}
4806,My Romance,,0,TRMQACV128F4266356,ARUQNXV1187B98AE47,Ray Brown Trio / Ralph Moore,['jazz trio'],27,0,{'jazz'}
4806,My Romance,,0,TRHEOOH128F9335491,AREUZEN1187FB48155,Kitty Margolis,,1,1997,[]
4806,My Romance,,0,TRLSABK128F426EF2D,ARMZ4K51187B9A09C6,Brad Mehldau,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz piano', 'modern jazz piano']",45,1995,{'jazz'}
4806,My Romance,,0,TRPNVHM128F42644D6,ARKNTGG1187FB4578C,Chris Botti (featuring Shawn Colvin),"['jazz trumpet', 'smooth jazz']",51,0,{'jazz'}
14019,I Can't Help It (If I'm Still In Love With You),Hank Williams,1955,TREDXOR128F9338833,ARLFPL51187B99BCBE,Stonewall Jackson,"['classic country pop', 'honky tonk', 'western swing']",34,1969,"{'pop', 'country'}"
14019,I Can't Help It (If I'm Still In Love With You),Hank Williams,1955,TRTXZJJ128F92F0294,ARDBGHU1187FB52D08,Ace Cannon,,19,2005,[]
14019,I Can't Help It (If I'm Still In Love With You),Hank Williams,1955,TRUKACA128F92FF714,ARQWO4L1187FB3EF0F,Chip Taylor_ Carrie Rodriguez,['ohio hip hop'],40,2015,{'hip hop'}
14019,I Can't Help It (If I'm Still In Love With You),Hank Williams,1955,TRDNGDW128F932630C,ARKHVV11187B991571,The Green Pajamas,['paisley underground'],8,2019,{'other'}
14019,I Can't Help It (If I'm Still In Love With You),Hank Williams,1955,TRPFUXK128F9328E62,ARGMAUB1187FB3ABAC,Link Wray,"['cosmic american', 'garage rock', 'native american traditional', 'surf music', 'traditional blues']",40,1997,"{'rock', 'blues'}"
112485,Pride And Joy (1998 Digital Remaster),Marvin Gaye,1963,TRIXOGB128F145D263,ARFJ7T21187B9B4A35,The Paramounts,['british invasion'],6,0,{'british'}
88753,Hell Awaits,,0,TRWEASH128F4259F7F,ARF0W6Z1187B9AC325,Cradle Of Filth,"['black metal', 'british black metal', 'gothic black metal', 'gothic metal', 'metal', 'symphonic black metal', 'symphonic metal']",49,2002,"{'british', 'metal'}"
2958,My World Is Empty Without You (Live 2001),Mary Wells,1966,TRUFOPA128F423156D,ARUUP4L1187B9B72EB,Diamanda Galas,"['experimental', 'experimental vocal', 'industrial', 'laboratorio']",23,1998,{'experimental'}
2958,My World Is Empty Without You (Live 2001),Mary Wells,1966,TRONYZX128F932D47D,ARGY93Y1187FB4E518,Margie Joseph,"['classic soul', 'southern soul']",20,1999,{'soul'}
2958,My World Is Empty Without You (Live 2001),Mary Wells,1966,TRWNDNW128F425FE7E,ARGMXEQ1187FB4A4E0,Barbara McNair,['northern soul'],14,2007,{'soul'}
12853,Mama Tried (Album Version),,0,TRLXIFU128F1456EF4,AR08WH81187FB4308C,Merle Haggard And The Strangers,['bakersfield sound'],48,1972,{'other'}
20122,Days Of Wine And Roses,McCoy Tyner,1963,TRYSXSM128F421BA8E,AR3C3C01187B98E800,Kai Winding,"['jazz brass', 'jazz trombone', 'space age pop']",24,0,"{'pop', 'jazz'}"
20122,Days Of Wine And Roses,McCoy Tyner,1963,TRMXWUI128F9331ACF,ARSEOQC1187B9BA087,Biréli Lagrène,"['french jazz', 'gypsy jazz', 'jazz guitar']",36,0,{'jazz'}
20122,Days Of Wine And Roses,McCoy Tyner,1963,TRZKSFM128F146E45A,ARS18KP1187B9A2D1E,Curtis Stigers,,42,2002,[]
20122,Days Of Wine And Roses,McCoy Tyner,1963,TRNLKKP128F4263395,ARPJUVQ122ECCBBCFC,Frederic YONNET,['harmonica jazz'],9,0,{'jazz'}
69536,Tombstone Shadow,Creedence Clearwater Revival,1969,TRVXMOR128F9315200,ARVAQTH1187FB3AF44,Southern Culture On The Skids,['psychobilly'],33,2007,{'other'}
113702,Some Like It Hot,Marilyn Monroe,1953,TRGUENC128F9306198,ARNTK8X1187FB4DA6A,The Power Station,"['dance rock', 'new romantic', 'new wave', 'new wave pop']",36,1985,"{'dance', 'pop', 'rock'}"
113702,Some Like It Hot,Marilyn Monroe,1953,TRFWTUP128F9341365,AR2EBHX1187B9B5DE0,Chin Chin,['thai pop'],23,0,{'pop'}
2422,Starman,David Bowie,1972,TRBUEDX12903CEEED9,ARAPNUA12086C12B2A,Loopside,['japanese shoegaze'],6,0,{'other'}
2422,Starman,David Bowie,1972,TRMZXRM128F42B0231,ARE0OI31187FB3DCA2,Leningrad Cowboys,,26,0,[]
2422,Starman,David Bowie,1972,TRFTHZV128F423D12A,AR1HDG81187B9B3E57,Mates of State,"['kansas indie', 'lawrence ks indie']",25,2004,{'indie'}
2422,Starman,David Bowie,1972,TRAWTPJ128EF345697,AROH0JN1187B98DDC9,Golden Smog,"['alternative country', 'roots rock', 'supergroup']",27,2007,"{'country', 'rock'}"
2422,Starman,David Bowie,1972,TRZWYBR128F92C471B,ARGH3BJ1187FB4514D,John C. Reilly,['hollywood'],38,2007,{'hollywood'}
43644,Just Don't Want To Be Lonely,Regina Belle,1995,TRLASUN128F428545D,ARSKCFH1187FB43371,The Main Ingredient featuring Cuba Gooding,['post-disco soul'],10,0,"{'soul', 'disco'}"
36269,Always Late (With Your Kisses),Lefty Frizzell,1950,TRCHYTQ128F935EC7E,AR2D7HC1187B9977A1,David Frizzell,"['arkansas country', 'classic country pop']",37,1983,"{'pop', 'country'}"
3438,Rip It Up,,0,TRZYKTL128F9321F85,ARUAKBD1187B9A2114,Jimmy Barnes,['australian rock'],50,2000,{'rock'}
3438,Rip It Up,,0,TRAMAEW128F92D84EF,ARIDBCA11F4C83D58D,Bill Haley & The Comets,"['rock-and-roll', 'rockabilly']",49,1949,{'rock'}
3438,Rip It Up,,0,TRJLKLR128F934F7C8,AREZMPH11F4C83B364,Everly Brothers,"['adult standards', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']",56,1958,"{'adult standards', 'pop', 'rock', 'folk'}"
8618,Lust for Life,,0,TRUBDMH128F92E1E61,ARA0OEO1187B9950B0,True West,['paisley underground'],3,0,{'other'}
63298,Gold Digger,Kanye West,2005,TRJXVAO128E07953E8,ARRH63Y1187FB47783,Kanye West / Mos Def,"['conscious hip hop', 'east coast hip hop', 'hip hop']",62,0,{'hip hop'}
63298,Gold Digger,Kanye West,2005,TRHEQEV128F1494D07,ARE0RBH1187FB40FAD,The Automatic,['welsh rock'],33,0,{'rock'}
13169,Keep On Moving,,0,TRWZCLI128F930CDE9,ARTIHCD1187FB4FC8D,Bunny Wailer,"['reggae', 'roots reggae']",45,1980,{'reggae'}
114363,Django,Vince Guaraldi Trio,1956,TRCQSRE128F9344C73,ARWGPQ91187FB5B8E1,John Lewis,,27,1960,[]
114363,Django,Vince Guaraldi Trio,1956,TRYCVPH128F9350BA4,AR37SX11187FB3E164,Ron Carter_ Cedar Walton Duo,"['contemporary post-bop', 'electric bass', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']",40,0,{'jazz'}
3074,Help (Alternate Take),,0,TRXMYQZ128F425D55D,ARD34XJ1187FB41FB5,David Porter,['memphis soul'],14,1971,{'soul'}
3074,Help (Alternate Take),,0,TRKIDRA128F1473B35,ARLG9UJ1187B9B6C67,Charles River Valley Boys,['banjo'],2,1966,{'other'}
29768,Raspberry Beret,Prince,1985,TRLCDGD128F42757A2,ARS8EAA1187FB52E62,Hindu Love Gods,['supergroup'],12,1990,{'other'}
29768,Raspberry Beret,Prince,1985,TRMMMQN128F4238509,ARJ3CTF1187B9A1F2E,Prince & The Revolution,"['funk', 'funk rock', 'minneapolis sound', 'rock', 'synth funk']",68,1985,"{'funk', 'rock'}"
4267,Hello,Louis Armstrong,1964,TRRMTWC128F933BD6B,ARL3IIC1187FB394BD,Richard Clayderman,['easy listening'],58,1984,{'easy listening'}
4267,Hello,Louis Armstrong,1964,TRMQUIU128F4280B8A,ARV8WE01187FB4D356,Northern Kings,"['finnish power metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'symphonic metal']",27,2007,{'metal'}
4267,Hello,Louis Armstrong,1964,TRJBAYP128F93449DA,AR0HQE41187B9A28D3,Me First And The Gimme Gimmes,"['punk', 'ska', 'ska punk', 'skate punk']",47,2003,{'punk'}
4267,Hello,Louis Armstrong,1964,TRRUXAH128E078FECB,ARIK43K1187B9AE54C,Lionel Richie,"['disco', 'soft rock']",67,1983,"{'rock', 'disco'}"
2332,Boogie Chillun,John Lee Hooker,1965,TRFZSGM128F92DAB10,ARC6FHD1187B9B0CBA,Lonnie Pitchford,,1,1982,[]
30981,Sweet Little Angel,B.B. King,1957,TRVAFSC128F92FF4E2,ARRR4Y81187FB524CE,Lonnie Brooks,"['chicago blues', 'louisiana blues']",28,0,{'blues'}
30981,Sweet Little Angel,B.B. King,1957,TRONJRM128F92FD103,AR6BUYW1187B98E221,Earl Hooker,"['blues', 'chicago blues', 'traditional blues']",36,0,{'blues'}
30981,Sweet Little Angel,B.B. King,1957,TRYCKET128F92DCF62,ARBZIBH1187B9AB75B,John Littlejohn,['chicago blues'],11,2000,{'blues'}
53430,14 Years,Guns N' Roses,1991,TRHBUGB128F4236A46,ARRUNN21187B98D06F,Vaux,,13,2004,[]
19756,Fame And Fortune,Mission Of Burma,1981,TREWPOS128F1460322,ARVL9VD1187B9AE186,Graham Coxon,"['britpop', 'solo wave']",38,0,{'pop'}
63101,It's Only A Paper Moon,Nat King Cole,1957,TRYITYU128F92E6AC4,ARJOH8M1187B991C62,Morgana King,['vocal jazz'],32,1958,{'jazz'}
63101,It's Only A Paper Moon,Nat King Cole,1957,TRLNOZX128F4248AA5,ARW7TAR1187B98BB04,Vaughn Monroe,"['big band', 'british dance band', 'deep adult standards', 'swing', 'vaudeville']",29,0,"{'dance', 'adult standards', 'british'}"
63101,It's Only A Paper Moon,Nat King Cole,1957,TRAXUOK12903CCFF56,AR285HD1187B9A517F,The Nat King Cole Trio,"['adult standards', 'lounge', 'swing', 'vocal jazz']",51,0,"{'adult standards', 'jazz'}"
63101,It's Only A Paper Moon,Nat King Cole,1957,TRSBLTQ128F4292BEE,ARZVTZN1187FB579D4,Jim Reeves,"['classic country pop', 'nashville sound']",52,0,"{'pop', 'country'}"
63101,It's Only A Paper Moon,Nat King Cole,1957,TRSPWQE128F4280558,ARE0WH81187B9A7BA3,Rufus Wainwright,"['canadian pop', 'chamber pop', 'melancholia', 'piano rock', 'singer-songwriter']",52,0,"{'pop', 'rock', 'singer-songwriter'}"
63101,It's Only A Paper Moon,Nat King Cole,1957,TRJFUOU12903CF492F,ARYTJPJ1187FB4ABCC,Cliff Edwards (PAPer),['movie tunes'],39,1993,{'other'}
63101,It's Only A Paper Moon,Nat King Cole,1957,TRHXJZQ128F42807F7,ARXUG3L1187B9A8DBC,Earl Klugh,"['jazz guitar', 'smooth jazz']",45,0,{'jazz'}
63101,It's Only A Paper Moon,Nat King Cole,1957,TROLLRQ12903CF7205,ARSS4I01187FB400D9,Erin McKeown,"['ectofolk', ""women's music""]",27,0,{'folk'}
4681,Summertime,,0,TRLQGWL128F931BB98,ARN380K1187FB3791C,Joshua Redman,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz saxophone', 'straight-ahead jazz']",39,1998,{'jazz'}
4681,Summertime,,0,TRRNGME128F930171A,ARCG7YI1187FB41374,McCoy Tyner Trio,"['contemporary post-bop', 'hard bop', 'jazz', 'jazz trio']",32,1991,{'jazz'}
4681,Summertime,,0,TRNSQGK128F426ED21,ARPUMHS1187FB442A2,Maureen McGovern,['bubblegum pop'],34,1989,{'pop'}
4681,Summertime,,0,TREANIT128F92E35D5,ARUQNXV1187B98AE47,Ray Brown Trio / Ralph Moore,['jazz trio'],27,0,{'jazz'}
4681,Summertime,,0,TRHIRDK128F425BAD2,AR5PEMD1187B99FABD,The Halibuts,['instrumental surf'],1,1996,{'instrumental'}
4681,Summertime,,0,TRFWDOB128E0794AD1,AR7DO6G1187FB41056,Adam Faith,"['british invasion', 'rock-and-roll']",31,1960,"{'rock', 'british'}"
4681,Summertime,,0,TRGFBXM128F42BA6B4,ARMUGNG1187B9B435B,The Twilight Singers,['new orleans indie'],24,2004,{'indie'}
4681,Summertime,,0,TRAIEYL128F145F7A5,AR1LWLE1187FB3FBBC,The Three Sounds,"['hard bop', 'soul jazz']",32,1961,"{'soul', 'jazz'}"
4681,Summertime,,0,TRUZYUD128F42929F9,AR8DTD41187FB51ED9,Fantasia featuring Jazze Pha,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",54,0,"{'pop', 'r&b'}"
4681,Summertime,,0,TRTLXAO12903CEDA02,ARSC0U31187B9A835E,Jack McDuff,"['hammond organ', 'jazz funk', 'jazz organ', 'soul jazz']",27,1990,"{'funk', 'soul', 'jazz'}"
4681,Summertime,,0,TRHIIZW12903CED302,AR772T41187B98E14F,The Hi-Lo's,['vocal harmony group'],12,1965,{'other'}
4681,Summertime,,0,TREERTB128F428FF1A,AR3JJGQ1187FB410B5,Jimmy Smith / B.B. King,,34,0,[]
4681,Summertime,,0,TRYPXYZ128F1477461,ARS0MTS1187B9AABD5,Rick Wakeman,"['progressive rock', 'rock keyboard', 'symphonic rock']",38,1979,{'rock'}
4681,Summertime,,0,TRRVWCO128F1453DC1,ARRIN1R1187B9B78FF,Westside Cartel,['chicano rap'],30,2009,{'rap'}
4681,Summertime,,0,TRPEDVA128F427430C,ARF2QUN1187B9A7204,Trijntje Oosterhuis,"['dutch pop', 'dutch rock']",44,2003,"{'pop', 'rock'}"
4681,Summertime,,0,TRUZMUT128F42688BF,AR4UMNJ1187B9A4C8E,Lambert_ Hendricks & Ross,"['vocal harmony group', 'vocal jazz']",28,0,{'jazz'}
4681,Summertime,,0,TRMVUFF128F92F6E20,ARZ1U241187FB58455,Fun Boy Three,"['new romantic', 'new wave', 'new wave pop', 'ska revival']",37,1982,{'pop'}
