Song,Track ID,Artist ID,Artist Name
,TRJSBCV128F428232D,AR4VT3E1187FB570BB,Cher
,TRNGIOQ128E0791411,ARHVQU31187B9B7623,Mary Wells
,TRPCWDS128F42885DD,AR9AWNF1187B9AB0B4,Kenny G
,TRPXBCJ128EF344301,ARIQC381187B9A825E,Antonio Carlos Jobim
,TRUCSIC128F92EBB44,ARYKF861187B99C74B,Pery Ribeiro
,TRKDBHF128F14919AA,ARUCTSE1187B98F1FC,Crystal Waters
,TRTMNIE128F92CFF70,ARCXKY91187B9ACA99,Diana Krall
,TRMOJVU128F92F6071,ARJUNZD1187B9A5DAE,Herb Alpert And The Tijuana Brass
,TRPTBTC128F426D665,ARE5F2F1187B9AB7E9,The Mar-Keys
,TRCJETO128F425FE38,ARVB5KW1187FB3857D,Walter Wanderley
,TRUHBVV128EF34DCD8,AR8L6W21187B9AD317,Diana Ross
,TRKENZS128F427616B,ARI58AI1187FB3C1E6,Trio Töykeät
"73047, Cherry-Coloured Funk (Studio)",,,
,TRVNEXU128F4293991,ARNT5521187B9A451A,Charlotte Martin
,TREJWWE128F4290E76,ARBJQTM1187B9B862B,Cocteau Twins
"109256, I Want to Touch You",,,
,TRQNLJG128F9310ECF,AR2ZB211187B9A3B84,Piney Gir
,TRQELOG12903CE529B,ARN2K2J1187B9B1E05,Catherine Wheel
"5572, Sitting In Limbo",,,
,TRYXQJO128F92E9E33,ARY4M3J1187B9AC94C,John Sebastian
,TRZTWKW128F428B55A,AR423PZ1187FB384B2,Tuck & Patti
"26910, Tried So Hard (LP Version)",,,
,TROATZZ128F423285D,ARKI91N1187FB4989B,Ian Matthews
,TRNUFMA128F427E0F7,ARMG9NK1187B99155A,Fairport Convention
,TRMOOUJ128F426D088,AR7JBP41187FB3EA8A,Gene Clark
"36679, Honky Tonk Blues",,,
,TROAIGU128F423F3C7,AREHQ9O1187B99892F,Pirates Of The Mississippi
,TREDUKQ128F145BFF2,ARC0IOF1187FB3F6E6,Huey Lewis And The News
,TRNLEVS12903CA4870,AR51USL1187FB44216,Hank Williams
,TRLJVZW128F42932DD,ARMWZF41187FB387F9,Charley Pride
,TRIBERL128F931F54A,ARWIN9D1187B98E544,Jason & The Scorchers
"15483, Hide Away",,,
,TRBYQSW128F427906B,ART3O5Z1187B9AB043,Stevie Ray Vaughan
,TRIURDD128F934E8EF,ARRR4Y81187FB524CE,Lonnie Brooks
,TRNGYGJ128F4251623,AR8JNE51187FB539B6,Magic Sam
,TRAJHHE128F146815C,ARRT66G1187FB3DDF9,Freddie King
,TRGKGAA128F147706C,ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers
,TRNJRLI128F147B23B,ARPUBU61187B98A4E6,Eugene Bridges
"67504, Bad Connection",,,
,TRHDPVV128F92F5FCB,AREXUHA1187B9923BF,Empire State Human
,TRWVZYT128F427D61C,ARTH2D01187B98D865,Everclear
,TRLPQTJ128F4252D66,AR5PFDG1187FB5027E,Yazoo
"70703, Fortunately Gone",,,
,TRQJVSP128F14787E2,AR62BB21187B9AC83D,The Breeders
,TRWCILO128F9335533,ARIATEU1187FB580D8,Julie Peel
"28702,3703, I'm a Man",,,
,TRNVBOO12903CF62F1,AR27AEB1187B98D39D,Bo Diddley
,TRAOEGF128F930DD8E,AR0N7RH1187B9B7497,The Yardbirds
,TRGICXP128F42757A5,ARS8EAA1187FB52E62,Hindu Love Gods
,TRGHUIU12903CBBD0A,ARNDL191187FB51583,Jimi Hendrix
,TRIFRVK128F92FA44A,AR5U94U1187FB5CDCF,John Hammond
,TRIGEYV128F427C6D6,AR2MSUY1187B9B4602,Muddy Waters
,TRKMDJF128F9310FF6,ARDK87R1187B98D51C,Flamin' Groovies
,TRMJXLT12903CFD7C2,ARLLRL61187B9B6698,The Sonics
,TRZFESC128F4229906,ARDVSDB1187FB40D8A,The Paul Butterfield Blues Band
,TRZEURB128F9329035,ARB5YHB1187FB578A9,The Count Bishops
"106451, i hate you",,,
,TRNGJTM12903CF50D7,AR0UYMQ1187B9ADFE1,Alexander Hacke
,TRQHWIJ12903CF50DB,ARGNQW41187B9958F9,Singapore Sling
"41247, Oklahoma Hills",,,
,TRFLINZ12903CBD34E,ARK641L1187B9995A5,Jack Guthrie
,TRVBNOM128F92F10D8,ARZVTZN1187FB579D4,Jim Reeves
"102709, With Pen In Hand",,,
,TRDVFHJ128F42600BE,ARD92TH1187FB57ACD,Bobby Goldsboro
,TRMGXYO128F92F097B,ARN9BOP1187B98E918,Johnny Darrell
"3662, Blue Turns To Grey (Album Version)",,,
,TRVVBYB128EF35A2BD,ARDK87R1187B98D51C,Flamin' Groovies
,TRTDOBQ128F1454402,ARZNC3M1187FB392CC,Cliff Richard & The Shadows
"88799, Come On-A My House",,,
,TRLTXMJ128F932BEDA,ARE7OOV1187B9B8800,Rosemary Clooney
,TRAJLNF128F422658C,ARLMRES11F4C83E1E1,Barbara Lusch
,TRSDVAS128F429B051,ARTYGL51187B98F9D3,K.T. Oslin
"317, Hoochie Coochie Man",,,
,TRBGUKB128F92DCCB6,ARGDGSW11F4C8481C6,Luther Johnson
,TRKXEUS128F92FEC66,ARLAUED1187B9ACEAF,Eric Clapton
,TRUYLKK128F930BE2C,ARBPP451187FB5C5F2,Pinetop Perkins
,TRXWOKG128F934CE69,AR3HL7J1187FB5C276,Dave Van Ronk
,TRCOLFB128F1473A3C,AREI0AM1187FB54C33,Tim Hardin
,TRECZIP128F4215DDB,ARRFSMX1187FB39B03,Steppenwolf
,TRFQSLY12903CEFF52,ARZXNFV1187B9BA2CD,Buddy Guy & Junior Wells
"61891, Part-Time Punks",,,
,TRSRGEP128F427F1F6,AR6GVSZ1187FB36FFB,Jeffrey Lewis
,TRLJHJY128F92F0A30,ARLS6SR1187FB4D950,Television Personalities
"1114, Your Mama Don't Dance",,,
,TRLDWFH128F4264734,AREEUH01187B9B7F71,Loggins & Messina
,TRWNYEJ128F1464B44,ARRR9QU1187B9AE226,Poison
"10665, See Saw",,,
,TRSEFMO12903C9A99B,ARDKHBI1187B99497F,JOE TEX
,TRFBNUK128F145C5FD,ARKNTIQ1187FB56EF1,Cliff Bennett & The Rebel Rousers
"30576, I Go To Sleep",,,
,TRXQMQE128F42268ED,AR5ZVJ91187B99083A,Soulwax
,TRSFZQN128F14904FD,ARIT1YV1187B99D03F,The Applejacks
,TRTHOVM128F145AFE2,AR4VT3E1187FB570BB,Cher
,TRZKALC128F934111E,ARCJGLG11F50C4971F,Pretenders
,TRNSKZN128F423D47D,AR6ENUY1187B994158,Sia
"19938,112366, Quelli erano i giorni",,,
,TROIVBL128E078C756,AR7JZV21187B997973,Gigliola Cinquetti
,TRNYCDT128F9343A45,ARE0OI31187FB3DCA2,Leningrad Cowboys
,TRQRMJM12903C9FD50,AR2U6Z81187B9A7BA6,Mary Hopkin
"113387, Explosions",,,
,TRUMQID128F1467D6A,ARYML1P1187B9AF39B,Devo
,TRFZLAC128F930E4BF,ARH7SJ01187B98DB6D,Frodus
"3590, Have You Seen My Baby?",,,
,TRFPALB128F42A0027,ARDK87R1187B98D51C,Flamin' Groovies
,TRRGPSS128F4264485,ARAT5YT1187B9AE90B,Chris Smither
"62120,67084, Sweet Sixteen",,,
,TRONNCI128F93355A3,AR4GAFY1187B9B639D,B.B. King
,TRRMAAF128F427429F,AR051VM1187B9B7F27,Chicken Shack / Stan Webb
"14662, Raindrops Keep Falling On My Head (From 'Butch Cassidy & The Sundance Kid')",,,
,TRZNRSK128F147D070,ARQXAUH1187B9BA010,Bobbie Gentry
,TRDZOGY128F92F60D0,ARJUNZD1187B9A5DAE,Herb Alpert And The Tijuana Brass
,TRPFTOC128F42B3251,ARVZDOM1187B9B49C9,Barry Manilow
,TRNSSVO128F14A2738,AR4PQ891187FB5CA9F,Dionne Warwick
,TRYKOTO12903CB4DCD,ARRDX091187FB3DC86,B.J. THOMAS
,TRFZVFA128F146358D,ARZ8KO81187B9B1B7C,Burt Bacharach
,TRFMZWK12903CF8B44,AR2GNDZ1187FB3D701,Ray Stevens
"6670, Jump in the Fire",,,
,TRTCLPM12903CEBB58,AR3BMN91187B9B94CA,The Bronx Casket Co.
,TRGYRTX128F147CBC2,ART5MUE1187B98C961,Metallica
"29125, Peace In The Valley (Album)",,,
,TRVZJUS12903CB0324,ARRDX091187FB3DC86,B.J. THOMAS
,TRUMTXJ128F9320A4A,AR6ZYK41187B9996BB,Kenny Price
"79205, Hernando's Hideaway",,,
,TRQFPOO128F92E27A4,ARG88FM1187B9948F0,Archie Bleyer
,TRTTHWG128F92F6F57,AR33JQI1187B9ADC2A,Doris Day with Paul Weston & his Music from Hollywood
,TRSNEJR128F424E83B,AR58OF61187FB3D566,Brave Combo
,TRCJVOO128F4274715,ARZ53KL1187FB4AB23,Johnnie Ray
"37902, Side By Side",,,
,TRAPOPU12903CF4F85,AR65T9K1187FB3842E,Paul Anka
,TRVCZRL128F146E478,ARS18KP1187B9A2D1E,Curtis Stigers
,TRPCNVU128F931389D,ARIFGKC1187B9B04D5,Dean Martin
"20, Big Yellow Taxi",,,
,TRSUMWO128F92F9947,ARIVQGT11E2835D996,Rhythms Del Mundo feat. Eros Ramazzotti / Eros Ramazzotti
,TRMCTYQ128E07921DC,ARLY7P81187B9ACF4D,Counting Crows / Vanessa Carlton
,TRFXJIQ128F426968E,ARO0QD41187FB3AB0A,Keb' Mo'
,TRYKTCX128F4296DBD,ARQXK0B1187B9ACC97,Joni Mitchell
,TRKRHBK128F428F0D8,ARHOCKY11E2835D7CB,Maire Brennan
"57071, Say It Ain't So",,,
,TRDNQXO128F931F363,AR633SY1187B9AC3B9,Weezer
,TRESDGX128F14AE804,ARGU8CB1187FB471BE,Further Seems Forever
"34551, Long Train Runnin' (Album Version)",,,
,TRDFYTM128F4295F2A,ARJ1K7W1187FB3C1EB,Canned Heat
,TRADHDS128EF34DC79,AR1XWI51187B9B2101,Richie Havens
"28636, Time And Love",,,
,TRQEJHH128F4265336,AR9U4HF1187FB50346,Laura Nyro
,TRIYLQZ128F14A564C,ARCGWLH1187B9AC714,LaBelle
"17626, She",,,
,TRMSZXL128F429853D,ARA1UU51187FB5A70B,The Misfits
,TRGDBLN12903CE92BC,ARNCTJ91187B98D813,Venetian Snares
"34135, Miss You (Dance Version) (2005 Digital Remaster)",,,
,TROCLNS128F1453846,ARFCUN31187B9AD578,The Rolling Stones
,TREZSUK12903CE698C,ARYVNQ21187B9AF714,Leela James
,TRZYUPT128F14877C5,ARDPFGP1187B98A58A,The Concretes
"54068, Love Makes A Woman",,,
,TRPCHYW128F933D73F,ARXPLIA1187FB4D0B0,Barbara Acklin
,TRJQVBL12903CB2721,ARM4TS31187FB5BA32,Joyce Sims
"76719, Numbers",,,
,TRFZOQS12903CAE9DD,ARQ1QGC1187FB4D088,The Adicts
,TRBYZZL128F92FB8B9,AR7QOOZ1187B98E1BE,The Hives
"2089, 19Th Nervous Breakdown",,,
,TRYFWGW128F930A22A,ARVPWZP1187B98CF44,Shockabilly
,TRAWBSO128F931F551,ARWIN9D1187B98E544,Jason & The Scorchers
,TROBYUC128F92F902D,ARPNGMS1187B9920DF,Andy Pratt
,TREKCTA128EF35A2CA,ARDK87R1187B98D51C,Flamin' Groovies
"54798, Coolidge (Album Version)",,,
,TRKGWKO128F4240BFB,ARWXRV91187B9AF9B9,Millencolin
,TRVWSYQ128F425687E,ARANOZN1187B9B373E,Descendents
"23121, Tougher Than The Rest (LP Version)",,,
,TRSJSLS12903CCCE89,ARYYGRP1187B9A4719,Travis Tritt
,TRRJPPA128F42736EA,AR91C8S1187B990901,Bruce Springsteen
,TRYKBVO128F93050CD,ARL26PR1187FB576E5,Camera Obscura
,TRDOEFG12903CAE4E1,ARJWPFY12086C12521,Title Tracks
"28062, I'm Gonna Tear Your Playhouse Down",,,
,TRAZVMK128F4278254,ARAMLN61187FB4EBEC,Ann Peebles
,TRDPBBT128F42B8B97,ARK9TL41187FB3EBE9,Graham Parker & The Rumour
"19542, Rock the Casbah (Live Version)",,,
,TRIWMDM128F423A7FC,ARJ4Y0J1187B999D06,One Bad Pig
,TRVDHJF128F4259CE9,AR13CXU1187B9AD30A,The Clash
,TRWMETT128F9311164,ARX4BKC1187B995B91,Solar Twins
"1843, Ain't No Cure For Love",,,
,TRWQYLU128F9338FE7,ARTQ8QP1187FB3D220,Leonard Cohen
,TRFRCJG128E0793B47,ARCN61O1187B9ABBE8,Aaron Neville
"9771, I Wanna Be Your Boyfriend",,,
,TRBAVNR128F4258410,ARTMUSD1187B98CB4B,The Candy Snatchers
,TRTKXOU128F428D738,ARMKODX11F50C4BD1B,The Ramones
"888, Crying In The Rain  (LP Version)",,,
,TRZWGKX128F427D5B2,ARPAB1I1187B9AD8E4,The Everly Brothers
,TRGOEQQ128F423256A,ARS5CVB1187B990B7D,The Sweet Inspirations
"17201,31937, Time Is On My Side (LP Version)",,,
,TRFZRRF128F147C6EC,ARW2AMZ1187FB381AC,Wilson Pickett
,TRFNTJG128F145C259,ARALUUG1187FB58696,Irma Thomas
,TRAERPT128F931103E,ARFCUN31187B9AD578,The Rolling Stones
"51980, Lush Life",,,
,TRUSCAP128F9309845,ARJOH8M1187B991C62,Morgana King
,TRUPNOI128F92E79A7,ARE4JNY1187B9B856A,John Coltrane / Johnny Hartman
,TRDCUVS128F9320B3D,ARINRM01187FB5673F,Molly Johnson
,TRPRXBH128F9341251,ARC7S1F1187B98CF1D,Chris Connor
,TRHQGFE128E0783AA5,ARPGS671187B996060,McCoy Tyner
,TRXYDMK128F429AE12,ARLO2801187FB3CBF5,Carmen McRae
,TRMYZMV128F428BB7D,ARBM4TC1187FB5CE98,Natalie Cole & Peabo Bryson
,TRYNJWV128F92DE605,AREGFTR1187FB5A8FB,Jack Jones
,TRIXUEO128F4238161,ARWW0KV1187FB551A6,Linda Ronstadt
"31894, Watch Your Back",,,
,TRKYNTM128F933899A,ART9M7Z1187B9A03EF,Cock Sparrer
,TRBLVNI128F428A395,ARD2NDU1187B99B615,Dropkick Murphys
,TRKQAES128F92F1AE0,AR67G2K1187B9A4108,Funeral Dress
"30309, Save The Best For Last",,,
,TRHDFRB12903C9C78A,ARX00Z51187B9A5A4A,Vanessa Williams
,TRNJNFV128F93449EF,AR0HQE41187B9A28D3,Me First And The Gimme Gimmes
"57589, Outdoor Miner",,,
,TRZRRPX128F92D0248,ARZHQDD1187FB5B871,Lush
,TRIFKOA128F428E15A,AR2F1JC1187FB4EFB0,Luna
"113996, One Of These Nights",,,
,TRARBLP128F422021E,ARIID2Z1187FB5184E,Julius Papp
,TROZGQJ128F9342F61,AR16GSC1187B9A6291,Eagles
"15223, Pick Yourself Up (Basin Street 1956)",,,
,TRFVVDV128F9303F04,ARLSRVG1187B9B8CFF,Anita O'Day
,TRDFAOR128F931A091,ARFOMBD1187FB4CD21,NNENNA FREELON
,TRTVAZN128F930C887,AR4JY8V1187B98A62F,Ann Hampton Callaway
"102312, The Snake (Originally Performed by Pink Fairies)",,,
,TRPJHWS12903CB852E,AR00A6H1187FB5402A,The Meatmen
,TRLWQYV128F428100C,ARKGJH11187FB59F71,The Pink Fairies
"4270, Mala Vida",,,
,TRJJFBG128E078265A,AR7BWSW1187B9ACAA7,Mano Negra
,TROGJPJ128F4255395,AR0YME61187FB3B544,Gogol Bordello
"11633, With God On Our Side",,,
,TRDVYVJ128F426F7C0,AR5FP401187FB523C9,Bob Dylan
,TRKEXFR128F9311D23,ARCGWCS1187FB3F25B,Ramblin' Jack Elliott
,TRCAXGQ128F4296F90,ARG4FCD1187B98F8E8,Odetta
,TRPBXBI128F92F1EE0,AR60ODO1187FB4D9AB,Joan Baez
"89477, Can't You See What You're Doing To Me",,,
,TRRVOKI128F423415C,ARV57NY1187FB3C1DC,Tommy Castro
,TRXFUOR128F92CFF2B,AR80BY41187B98DECF,Albert King
"42802, We're Gonna Make It",,,
,TRJRLFB128F92D0675,AR7AOEJ1187FB3D279,Little Milton
,TRXVZJX128F428A87F,ARA7Y2Y1187B9B8588,Taj Mahal
"20894, Everytime You Go Away",,,
,TRNOWHQ128F42B0A00,ARD0NSF1187B98E3F6,Udo
,TRDDMVD128F4292F32,ARN0DMU1187FB5B63A,Daryl Hall And John Oates
"61886, Lions After Slumber",,,
,TRSJMBX128F427F1F3,AROZCOF1187B99B454,The Veils
,TRCHLPS128F42384CC,ARH99LV1187B98DEF4,Scritti Politti
"25395, Live Forever",,,
,TRTHTZV128F421A017,ARAFMN71187FB52EFD,Cory Morrow
,TRRLMCB128E0798516,ARGPFYP1187B98F5CB,The Highwaymen
,TRKYPBO128F92E3437,ARB2FS51187FB42679,Billy Joe Shaver
"383, Here Comes The Sun",,,
,TRIUFMR128F4222B2E,AREXM411187FB560C4,We Five
,TRTHATF12903C9B628,AR8BUVM1187FB4D94D,Belle & Sebastian
,TRSDALK128F1457220,ARRMVHS1187FB542FE,Steve Harley & Cockney Rebel
,TRXMYRT128F9341F3C,AR2UWUD1187B9B3B01,Nina Simone
,TRVLZTG12903CC4729,AR5R1EG1187FB3E94F,Linda Eder
"16497, When You Got A Good Friend (Album Version)",,,
,TRAOWQY128F42381F1,ARLAUED1187B9ACEAF,Eric Clapton
,TRIDPLV128F93133A1,ARJKPAA1187B9B90FC,Pyeng Threadgill
"3270, The Letter",,,
,TRTCVXI12903CCFF52,ARUAG4R1187FB53500,Joe Cocker
,TRIKNML128F92D14BB,ARNNRN31187B9AE7B7,Al Green
,TRCMDHB128F934A825,ARMJAGH1187FB546F3,The Box Tops
,TRRJMKH128F4250F30,AR5GPWY1187FB52289,Booker T & The MG's
,TRUIGUN128F42922D1,ARQB7KW1187B9A6C02,Eva Cassidy
,TRMIBHQ128F92EFB5B,ARK9LNI1187FB4D116,A*Teens
"49457, Cry Baby",,,
,TRLMFKL128F92E89B7,ARBO2QI1187FB4844D,Bill Wyman's Rhythm Kings
,TRNWWXS128F424E7BF,ARIK0S41187B997EF5,The Mad Lads
,TRCBVBX128F1457EB3,ARAAYHI1187FB5B8A4,Garnet Mimms And The Enchanters
"2084, Jumpin' Jack Flash (Album Version)",,,
,TRGTYQN128E078E2D8,AR5IJ581187FB38CE3,Ananda Shankar
,TRGAOQU128F931F7D9,ARJQKY91187FB40E98,Thelma Houston
,TRBPVNI128F42BA5A8,ARFCUN31187B9AD578,The Rolling Stones
,TRXGXXX128E079300C,AROJTFQ1187B9AFE0A,Peter Frampton
,TRGSSTL128F92FA842,AR7TTCH1187FB3F95C,Leon Russell & New Grass Revival
"113896, I Love You So Much It Hurts",,,
,TRRDBAE128F92FA448,ARLSBTZ1187B98AD93,Floyd Tillman
,TREEEKU128F931F0C4,AR20CFC1187B98A25D,Ray Charles
,TRCNHXW12903CFD2FB,ARQGYP71187FB44566,Jimmy Wakely
"4826, The Way You Look Tonight",,,
,TRCHTFE128F423F406,ARXOB9P1187B99101A,Steve Tyrell
,TRWLETT128F428DFE9,AR5YRCN1187B98E3C8,Westlife
,TRTPFSW128F427B0C3,ARKNTGG1187FB4578C,Chris Botti (featuring Shawn Colvin)
,TRCGFSF12903CA9158,AR1HEU81187FB3CCCC,Fred Astaire and Ginger Rogers
,TRYHENG128F42B326A,AR9AWNF1187B9AB0B4,Kenny G
,TRONEHZ12903CDB537,AR4PQ891187FB5CA9F,Dionne Warwick
,TRTGMEV128F92C25A0,AR4Q56Q1187FB4BF63,Ray Quinn
,TRLSVEH128F935A33C,ARPFYX71187B9A92B1,The Jaguars
,TRNJHJJ128F428A050,ARS18KP1187B9A2D1E,Curtis Stigers
,TRPLWOQ128F92FE8B4,ARXUG3L1187B9A8DBC,Earl Klugh
,TRDHDWG12903CB5E13,AR0K52Y1187B9B69A6,Lettermen
,TRWWKAL128F423357A,ARGTB581187B988D42,Clare Teal
,TRPDKPO128F9331C6F,ARF5M7Q1187FB501E8,Maroon 5
,TRNCQBH128F92EBEDB,ARN0YZ71187B9BA57B,Michael Bublé
,TRCCQDL128F42A9B4D,ARSHQ2N1187B999CC5,Carla Cook
,TRYBJJE128F4270843,AROZU381187B9A25DD,Betty Carter & Ray Bryant
,TRCYURZ128F9306C00,AR4ZNBW1187FB554B8,Tony Bennett
,TRVAQUF128F425A53D,AR40VWF1187FB3AD7F,Fred Astaire
"31923, Painkiller",,,
,TRSCLJQ128F4259BC1,ARC4L071187B9AC2C0,Judas Priest
,TRUZBEM128F14A1500,ARSHABI1187B99EE76,DEATH
"24185, Gangster of Love (Master)",,,
,TRTGAFU128F930C523,ARC9P2L1187FB483A1,"Johnny ""Guitar"" Watson"
,TRWCXZT128F1464BC3,ARNLVQB1187B9AEAB0,Steve Miller Band
"5564,16741, You Need Love",,,
,TRUGETF128F14904D8,AR37K6O1187B9AD049,Savoy Brown
,TRGOCSG128F4270F27,ARDIBRT1187B9AF176,Led Zeppelin
,TRDPISL128F9309FA8,AR2ZLR21187B98D552,Dread Zeppelin
,TRFMKKK128F428BC8A,ARGCVZG1187B9B916F,Hayseed Dixie
"3061, My Girl (Remastered Live in Europe Album Version)",,,
,TRGDEMZ128F428F6F0,ARAPFN61187B990019,Otis Redding
,TRRUXDI128E0791925,ARQ294N1187FB53D2A,The Mamas & The Papas
,TRSFKEC128F42BA613,ARCN61O1187B9ABBE8,Aaron Neville
,TRHTRKM128E0792004,AR76ZQP1187FB56A79,The Temptations
,TRQYFPX128F42A834D,ARUN69Q1187B98E4D4,Patricia Barber
,TRCRNUI128F9342A44,ARXPPEY1187FB51DF4,Michael Jackson
,TRXVVTZ128F92D13E0,ARNNRN31187B9AE7B7,Al Green
,TRWBOIQ128F147A893,AR8H87D1187FB3A841,Glen Campbell
,TRSFOZH128F425A670,AR5YRCN1187B98E3C8,Westlife
,TRQRASN128F9310F80,ARFCUN31187B9AD578,The Rolling Stones
,TREKYZU128F14962F9,ARUM60L1187B9A7E1F,Stevie Wonder
,TRMTNPO12903CEBA44,ARZ79B31187FB4F562,Percy Sledge
,TRHDUCL128E07936EE,ARLYUFJ1187B98DA67,Georgie Fame
"3251, Pretty Boy Floyd",,,
,TRWFVNB12903CAAACF,ARODTXM1187B9B7855,Woody Guthrie
,TRHNQFQ128F92F210E,AR5PCKC1187B98A965,Cisco Houston
,TRIROMX128F933A07D,ARHQ5R41187B98BE5E,Wall Of Voodoo
"27911, You Make Me Feel So Young",,,
,TRIQCEM128F42AD1C3,ARVZDOM1187B9B49C9,Barry Manilow
,TRNKXZA128F14AA16F,AR3TZ691187FB3DBB1,Russell Watson / Royal Philharmonic Orchestra / Nicholas Dodd
,TRKKDGN128F92E648E,ARS8RCC1187FB42554,Carol Sloane
,TRSQYEC128F9308013,ARK08IP1187FB4CC1D,Jeri Southern
,TRVRQOQ128F92FE8B1,ARXUG3L1187B9A8DBC,Earl Klugh
"36273, Honky Tonk Man",,,
,TRPSKZC128F92E88D7,ARTBFV61187FB3C250,Johnny Horton
,TRNLVMV128F14894CF,AR5E44Z1187B9A1D74,Dwight Yoakam
"2976, Knock On Wood",,,
,TRRAMQF128F146DF6B,ARRIEJC1187B9B8072,Morningwood
,TRKKXKN128EF3445BE,ARJACM31187FB3EFDF,Otis Redding & Carla Thomas
,TRZFKOA12903CF3777,ARZXNFV1187B9BA2CD,Buddy Guy & Junior Wells
,TRITQXP12903CC3452,ARMV8QQ1187B989E86,Harpers Bizarre
,TRMDLYS12903CA9455,ARJIK321187FB4A34E,Guy Sebastian
,TRATPRA12903C9259A,ARHVDSM1187FB4EBE4,Eddie Floyd
,TRZCEYY128F931BD8F,ARLAUED1187B9ACEAF,Eric Clapton
,TRFJASD128F147C6EB,ARW2AMZ1187FB381AC,Wilson Pickett
,TRZFJND128EF34DBEE,ARMD8HT1187FB5676C,Toots Hibbert
,TRGPQEO128F423256E,ARS5CVB1187B990B7D,The Sweet Inspirations
,TRXJGIS128F426BF50,ARRAAOJ1187B9B487F,Gerald Albright
,TREEZCC128F4256313,ARYSWSN1187FB569CC,James Cotton
,TREPPLD12903CEBA63,ARZ79B31187FB4F562,Percy Sledge
,TRGVAPL128F42736D4,ARLYUFJ1187B98DA67,Georgie Fame
"17779, Them Changes",,,
,TRZUMSX128F4250D93,ARIIEQL1187FB5CE68,Buddy Miles
,TRKXPUT12903CBB89E,ARNDL191187FB51583,Jimi Hendrix
,TRQGGRE128F1457353,ARSK10P1187B9B717C,Bobby McFerrin
,TRVDXKM128F9313AE0,AREV0ZO1187B997221,Doyle Bramhall
"895,94359, Wild World",,,
,TRAOOYZ128F92E2D6E,ARVHQNN1187B9B9FA3,Cat Stevens
,TRXBEKR128E0788DC8,ARI0PUX1187FB3F215,Maxi Priest
,TRLYPPH128F426E2E5,ARSJLQZ1187B98E52C,Yusuf Islam (Formerly Cat Stevens) & Children
,TRDZPHB128F9309DAF,ARTO6KU1187B99910C,Claude François
,TRTVWLX128F4251487,ARJI9X31187FB50582,SNFU
,TRAJEYE128F9343F8E,AR0HQE41187B9A28D3,Me First And The Gimme Gimmes
"35866, Beeswing",,,
,TRLKIZW12903CEE572,ARZVGWX1187B9B3E5B,Mary Lou Lord
,TRSLPGG128F1458210,ARSTKIT1187B9A37A8,Richard Thompson
"782, I Got You Babe (Live)",,,
,TRXXUDK128F1468D04,ARGAG0K1187B9AA518,Flying Pickets
,TRWLFTH128F1473A92,ARPBNLO1187FB3D52F,Tiny Tim
,TRVCMKR128E0793FEA,ARMTQM21187B9AC26E,Sonny & Cher
"94931, I'll Cry For You",,,
,TRIZEZF128F92DD08A,ARWDDHA1187FB3A745,EDGUY
,TRSAYSS128F4262DC6,AREL88S1187B9B1466,Europe
"107011, Message To Love",,,
,TRHUBDV12903CBB8A0,ARNDL191187FB51583,Jimi Hendrix
,TRVLAZJ128F93461BF,AR7BMMV1187FB5B2D7,Robben Ford
"10875, The Beehive State (LP Version)",,,
,TRNWUKB128F92F2FE8,ARY5CZT1187B98C902,Randy Newman
,TRTQAJF128F428DB30,ARVLH5W1187FB58B7F,Harry Nilsson
"4735, Nella Fantasia",,,
,TRKNVPD128F425EA4A,ARK36B71187FB589D2,Paul Potts
,TRFZDYC128F425CBE7,ARDUMW41187FB3985C,Chloë Agnew
,TRNIPVV128F92EC9A4,ARNJ9LU1187B9A56A6,Il Divo
,TRNXDJX128F42AC6F7,ARINP8U1187FB55671,Amici Forever
"3824, I'm So Lonesome I Could Cry",,,
,TREHYZT128F423B99B,ARKMSNH1187FB44DEB,Johnny Tillotson
,TRYJRAY128F148F10D,AR020PM1187FB3F357,Stephan Eicher
,TRECPGJ128F92E3DD3,ARC6UC81187B989062,Hem
,TRLMNLD128F428A20E,ARY8LJ11187FB4019B,Floyd Cramer
,TROXCEK128F4241CA8,ARA870V1187FB3C4B7,Hank Williams Jr.
,TRNFBYA128F42321D5,ARXJ26Y1187B992470,Connie Stevens
,TRJMHYK128F4280972,AR7JPF81187B988D23,Charlie McCoy
,TRFYHBR128F423748D,ARF6KZD1187FB49FE9,Carla Thomas
,TRZSPAK128F9344B84,AR0HQE41187B9A28D3,Me First And The Gimme Gimmes
,TRNWYOQ128F42950E7,ARU5ZVG1187B9A6E97,Cowboy Junkies
,TREOEBH12903CDE05A,ARES2PA1187FB38083,Ferlin Husky
,TRTEJJU128EF34385B,ARJHCRP1187B9B3B55,Till Brönner / Sergio Mendes
,TRBSUAX128F1459CCE,ARO0QD41187FB3AB0A,Keb' Mo'
,TRPFPTH12903CF47AC,ARTFGZQ11C8A415109,Holly Cole Trio
"146, Heroin (Live_ 1983)",,,
,TRBPPIP128F14801B0,ARNX14L1187FB4005D,Echo And The Bunnymen
,TROMIIH128F145C1F2,AR4T2IF1187B9ADBB7,Billy Idol
,TRJIHKN128F145A8B5,ARBFQ7L1187B9ACD48,The Velvet Underground
"627, Don't Know Why (Live)",,,
